01/03/2025,10:04:22,b'Reed-Solomon Decoded Message: 0,0,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.68,20.01,000000000000000000000000000000\r\n'
01/03/2025,10:04:23,b'Received Bit Message #0# : 001000111100011000011000001000110001110101010000011000111100010000010001000000110000110101110001000011110100011000011000000001110100010000010001000001110100010001010001000001110101010000010000000000111100011000011000000000110100011000011000001000110001110101010000010001110100010000010000000001110001110100111000001010110100011000010001000001110100011000010000000001110101010000011000000001110100010001010001000001110100010001010001000000110101010001010000000000110000111100011000010001110100011000011000001000111000110101110101000000111100011000011000001000110000110100110100000000111100011000110001000011110100010001010001000001110100011000010000000000110101010001010000000000111000111100010000011000110100010000011000001000110100110000100000000010110100010000010000000001110101110000101000001010110101010001010000000001110001110101010000010001110101010000010000001000110000110101110001000010110101010001010001000000110101010000010000001000110000110100010001010001110101010001010000001000110001110101110000000011110101010001010000000001110100011000010001000000111000110101010000011000110101010000010000001000110000110100111000001010110100010001010000000001110101010000010001000001110000110100010000011000111100011000011000000000111000111100010000010001110100011000010111000000111100011000010001000001110101010000111000000011110101010100000111000001110001110101110000000011110101010100101010001010111100111000000011000000110001110101010000010000111100011000111000001010110101010001010000001000110001110101110001000010110100010000010001000001110100010001010110\r\n',,,,,,,,,,,,
01/03/2025,10:04:23,b'Reed-Solomon Decoded Message: 1,1,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.63,19.95,000000000000000000000000000000\r\n'
01/03/2025,10:04:24,b'Received Bit Message #1# : 001000111100011000011110001000110001110101010000011000111100010000010001000000110000110101110001000011110100011000011000000001110100010000010001000001110100010001010001000000110101010000010000000000111100011000011000000000110100011000011000001000110001110101010000010000111100010000010000000001110001110100111000001010110100011000010001000001110100011000010000000001110101010000011000000001110100010001010001000001110100010001010001000000110101010001010000000000110000111100011000010001110100011000011000001000111000110100110100000000111100011000011000001000110000110100110100000000111100011000111000000011110100010001010001000001110100011000010000000000110101010001010000000000111000111100010000011000110100010000011000001000110100110000100000000010110100010001010001000001110101110000101000001010110101010001010000000001110001110101010000010001110101010000010000001000110000110101110001000010110101010001010001000000110101010000010000001000110000110100010001010001110101010001010000001000110001110101110000000011110101010001010000000001110100011000010001000000110000110101010000011000110101010000010000001000110000110100111000001010110100010001010000000001110101010000010001000001110000110100010000011000111100011000011000000000111000111100010000010001110100011000010111000000111100010000010001000001110101010000111000001010110101010100000111000001110001110101110000000011110101010100101010001010111100011000110101010000110001110101010000010000111100011000011110001000110101110001000110001000110001110101110001000010110100110000000111000001110100010101000110\r\n',,,,,,,,,,,,
01/03/2025,10:04:24,b'Reed-Solomon Decoded Message: 2,2,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.64,19.91,000000000000000000000000000000\r\n'
01/03/2025,10:04:25,b'Received Bit Message #2# : 001000111100011000111000001010110001110101010000011000111100010000010001000000110000110101110001000011110100011000011000000001110100010000010001000001110100010001010001000000110101010000010000000000111100011000011000000000110100011000011000001000110001110101010000011000111100010000010000000001110001110100111000001010110100011000010001000001110100011000010000000001110101010000011000000001110100010001010001000001110100010001010001000001110101010001010000000000110000111100011000010001110100011000011000001000111000110100110100000000111100011000011000001000110000110100110100000000111100011000110001000011110100010001010001000001110100011000010000000000110101010001010000000000111000111100010000011000110100011000011000001000110100110000100000000010110100010001010001000001110101110000101000001010110101010001010000000001110001110101010000010001110101010000010000001000110000110101110001000010110101010001010001000000110101010000010000001000110000110100010001010001110101010001010000001000110001110101110000000011110101010001010000000001110100011000010001000000110000110101010000011000110101010000010000001000110000110100111000001010110100010001010000000001110101010000010001000001110000110100010000011000111100011000011000000000111000111100010000010001110100011000010111000000111100011000010001000001110101010000111000001010110101010100000111000001110001110101110000000011110101010100101010001010111100011100000001010000110001110101010000010000111100011000011110001000110101110001000110001000110001110101110001000010110100110000000111000001110100010001010110\r\n',,,,,,,,,,,,
01/03/2025,10:04:25,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,,
01/03/2025,10:04:26,b'Received Bit Message #3# : 001000111100011000111100011000110001110101010000011000111100010000010001000000110000110101110001000011110100011000011000000001110100010000010001000001110100010001010001000000110101010000010000000000111100011000011000000000110100011000011000001000110001110101010000010001110100010000010000000001110001110100111000001010111100011000010001000001110100011000010000000001110101010000011000000001110100010001010001000001110100010001010001000001110101010001010000000000110000111100011000010001110100011000011000001000111000110100110101000001110100011000011000001000110000110100110100000000111100011000110001000011110100010001010001000001110100011000011000000000110101010001010000000000111000111100010000011000110100010000011000001000110100110000100000000010110100010001010001000001110101110000101000001010110101010001010000000001110001110101010000010001110101010000010000001000110000110101110001000010110101010001010001000000110101010000010000001000110000110100010001010001110101010001010000001000110001110101110000000011110101010001010000000001110100011000010001000000110000110101010000011000110101010000010000001000110000110100111000001010110100010001010000000001110101010000010001000001110000110100010000011000111100011000011000000000111000111100010000010001110100011000010111000000111100010000010001000001110101010000111000001010110101010100000111000001110001110101110000000011110101010100001110001000111100111000000111000000110001110101010000010000111100011000011110001000110101110001000110001000110001110101110001000010110100110000000111000001110100010001010000\r\n',,,,,,,,,,,,
01/03/2025,10:04:27,b'Reed-Solomon Decoded Message: 4,4,0.000000,0.000000,0/0/2000,8:4:28,0.00,0.00,0.00,0,1025.59,19.88,00000000000000000000000000000\r\n'
01/03/2025,10:04:27,b'Received Bit Message #4# : 000000110100011100001000011000110001110101010001010001110100010000010000000000110000111100111000000011110100010000010001000001110100010000011000000001110100011000011000000000111100010000010000000001110101010000011000000000110100011000011000000000110000111100010000010000110100010000010000000001110001110100110001000010111100011000011000001000110100011000011000000001110101010000010001000001110100011000010001000000110100010001010001000000110101010001010000000000110001110101010000010001110100011000011000000001110001110100111100001000111100011000010001000000110001110101110100000000110100010000110001000011110100011000010001000001110101010001010000000001110101010001010000000001110001110100010000011000110101110001000010000001110100110000100000000010110100010101000001010001110101110000101000001010111100010001110000000010111100111000000010000001110001110100010000011000110100010001010001000000110001110100110001000010110100010000010000001000110101010001010000000000110001110101010000011000110101010001010001000001110001110101110000000011110100011000010001000000110100010001010000001000110001110100010001010001110100010000011000001000110000110101110000000011110101010001010001000001110100010000010000001000111000110100010000010000111100011000011000001000111000110101010001010001110100011000010111000000110101010000011000001000110101010000110001000011110100010101000110000000111000111100111000001010110101010101000110000000110101110001000110000000111000111100010000010000110100011000011110000001110101110001000110000000110000110100110001000011110100110001000010000000110100110001000011\r\n',,,,,,,,,,,,
